2446449.386	12.22	0.05
2446460.363	12.23	0.05
2446464.333	12.57	0.05
2446468.345	12.63	0.05
2446510.275	12.41	0.05
2446513.299	12.57	0.05
2446519.251	12.62	0.05
2446357.444	12.42	0.0
2446358.792	12.17	0.0
2446358.993	12.19	0.0
2446361.470	12.66	0.0
2446361.982	12.52	0.0
2446362.775	12.38	0.0
2446363.019	12.33	0.0
2446363.465	12.36	0.0
2446374.506	12.49	0.0
2446388.332	12.55	0.0
2446389.435	12.62	0.0
2446390.359	12.58	0.0
2446391.591	12.35	0.0
2446391.598	12.32	0.0
2446394.374	12.54	0.0
2446400.389	12.63	0.0
2446421.405	12.28	0.0
2446422.355	12.47	0.0
2446423.408	12.68	0.0
2446424.299	12.62	0.0
2446449.386	12.22	0.0
2446460.363	12.23	0.0
2446464.333	12.57	0.0
2446468.345	12.63	0.0
2446510.275	12.41	0.0
2446513.299	12.57	0.0
2446519.251	12.62	0.0
2448213.39	12.66	0.0
2448214.36	12.52	0.0
2448215.40	12.27	0.0
2448223.68	12.58	0.0
2448226.70	12.25	0.0
2448228.67	12.33	0.0
2448228.73	12.34	0.0
2448230.72	12.67	0.0
2448232.66	12.24	0.0
2448233.63	12.25	0.0
2448233.70	12.25	0.0
2448252.53	12.67	0.0
2448252.53	12.68	0.0
2448256.60	12.55	0.0
2448259.45	12.56	0.0
2448259.46	12.60	0.0
2448260.41	12.35	0.0
2448260.41	12.30	0.0
2448261.42	12.24	0.0
2448261.43	12.23	0.0
2448262.40	12.32	0.0
2448262.40	12.32	0.0
2448263.39	12.54	0.0
2448263.39	12.54	0.0
2448264.55	12.69	0.0
2448264.56	12.69	0.0
2448266.38	12.28	0.0
2448267.35	12.22	0.0
2448272.38	12.24	0.0
